Մակնիշ,Մոդել,Գին(դրամ),Տարի,Վազքը,Մոդիֆիկացիան,Թափքը,Փոխանցման տուփը,Ղեկը,Շարժիչը,Գույնը,Սրահի գույնը,Շարժիչի ծավալը,Ձիաուժը,Մխոցների քանակը,Քարշակը,Դռների քանակը,Անվահեծերը,Մոտոժամը,"Բեռնատարողությունը, կգ / տ",Տեղադրված է
BMW,320 ,2640000,2002,170000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Toyota,Corolla ,3504000,2011,120000  մղոն ,1.8 sport,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,15.12.2020
Toyota,Alphard ,5760000,2009,125000  կմ ,2.4 nor kuzov,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Optima ,5664000,2016,40000  կմ ,2.4,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Kia,Optima ,5040000,2014,22000  կմ ,2.4 EX full,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Mercedes-Benz,E 43 AMG ,Պայ,2017,29000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,3.0,401,6,Լիաքարշակ,4,"20""",,,15.12.2020
Honda,Elysion ,3168000,2007,180000  կմ ,3.5,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Ford,Fusion ,4368000,2015,86000  մղոն ,2.5 DOCH,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Opel,Vectra B ,960000,1998,172000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կանաչ,Մոխրագույն,1.8,116,4,Առջևի,4,"15""",,,15.12.2020
Hyundai,Sonata ,2304000,2004,150000  կմ ,15.12.2020 avart15.01.2021,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Սպիտակ,2.4,167,,,,,,,15.12.2020
BMW,328 ,6000000,2013,120000  կմ ,,Կուպե,Կիսաավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Hyundai,Veloster ,4320000,2013,80  մղոն ,"1,6turbo",Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Mercedes-Benz,S 550 ,5952000,2007,94000  մղոն ,AMG,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Honda,Elysion ,2496000,2005,93000  կմ ,2.4,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սև,,2.4,,,Առջևի,,"16""",,,15.12.2020
Toyota,Camry ,3624000,2010,113000  մղոն ,2.5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մոխրագույն,2.5,,4,Առջևի,4,"16""",,,15.12.2020
Mercedes-Benz,C 180 ,1344000,1995,250000  կմ ,1.8,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,15.12.2020
BMW,330 ,Պայ,2004,91000  կմ ,JAPAN,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,15.12.2020
Hyundai,Kona ,Պայ,2019,20000  մղոն ,Արդեն Երևանում,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,15.12.2020
Lexus,IS 250 ,7152000,2013,70000  մղոն ,"2,5 F Sport",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,15.12.2020
Ford,Mustang ,5760000,2014,54000  մղոն ,,Կուպե,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,15.12.2020
Toyota,Camry ,4320000,2012,135000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Kia,Sorento ,4896000,2011,123400  կմ ,4#4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Camry ,4944000,2013,90300  կմ ,2'5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Opel,Astra ,1488000,2004,195985  կմ ,H,Հետչբեք,Ավտոմատ,Աջ,Գազ,Արծաթագույն,,,,,,,,,,14.12.2020
Ford,Transit ,1536000,1997,290000  կմ ,2.5,,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,2.5,85,,,,,,2 t,14.12.2020
Infiniti,M35 ,3264000,2007,114000  կմ ,polni  fool,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Ford,Explorer ,12000000,2016,75400  մղոն ,Limited 3.5,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,3.5,294,6,Առջևի,5,"20""",,,14.12.2020
Hyundai,Elantra ,5280000,2016,57000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Opel,Astra ,Պայ,2000,213700  կմ ,Afjfjj369538)&69,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Մոխրագույն,1.6,101,4,Առջևի,4,"15""",,,14.12.2020
Hyundai,Veloster ,3504000,2011,162000  մղոն ,1.6,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Hyundai,Elantra ,5760000,2017,30000  մղոն ,2.0L,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,2.0,148,4,Առջևի,,,,,14.12.2020
Lexus,RX 350 ,4800000,2008,134000  կմ ,4*4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
BMW,528 ,3312000,2009,164000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Mazda,CX5 ,7248000,2016,60000  մղոն ,Sport,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,2.5,184,4,Առջևի,5,"17""",,,14.12.2020
VAZ(Lada),21099 ,1200000,2004,190000  կմ ,"1,5 Պռաստոյ",Սեդան,Մեխանիկական,Ձախ,Բենզին,Սև,Սև,1.5,70,4,Առջևի,4,"14""",,,14.12.2020
Hyundai,H-1 ,6240000,2011,180000  կմ ,"2,5 TD",Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Դիզել,Արծաթագույն,,,,,,,,,,14.12.2020
Honda,Elysion ,3024000,2004,94000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
BMW,320 ,6816000,2014,85000  կմ ,F30 M package,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
BMW,520 ,1296000,1998,350000  կմ ,E39,Սեդան,Մեխանիկական,Ձախ,Գազ,Բալագույն,,,,,,,,,,14.12.2020
Ford,Transit ,3264000,2003,285000  կմ ,,,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,2.4,86,,,,,,,14.12.2020
Toyota,Rav 4 ,2400000,2001,200000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Chevrolet,Camaro ,14400000,2018,32000  մղոն ,,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.0,275,4,Ետևի,2,"20""",,,14.12.2020
Renault,Megane ,1440000,2005,205  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Բալագույն,Սև,1.6,110,4,Առջևի,4,"16""",,,14.12.2020
Toyota,Camry ,8064000,2018,51000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Nissan,X-Trail ,2496000,2002,230000  կմ ,,Ամենագնաց,Ավտոմատ,Աջ,Գազ,Սպիտակ,,,,,,,,,,14.12.2020
Mercedes-Benz,B 200 ,2544000,2006,94000  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.0,136,4,Առջևի,5,"17""",,,14.12.2020
Mercedes-Benz,E 320 ,2976000,2001,185000  կմ ,,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սև,Շագանակագույն,3.2,,6,Ետևի,5,"16""",,,14.12.2020
Mercedes-Benz,S 500 ,10080000,2010,150000  կմ ,Amg package designo tuning,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Corolla ,4080000,2012,100000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,1.8,,,Առջևի,,,,,14.12.2020
Mercedes-Benz,E 320 ,3024000,2003,310000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,14.12.2020
Nissan,Tiida ,1488000,2007,200000  կմ ,98080690,Հետչբեք,Ավտոմատ,Աջ,Գազ,Սպիտակ,,,,,,,,,,14.12.2020
Hyundai,i40 Sedan ,5760000,2012,80000  կմ ,"2, dohc",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Mercedes-Benz,Vito ,15840000,2016,160000  կմ ,2.2 dizel,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Դիզել,Սև,,,,,,,,,,14.12.2020
Nissan,BlueBird ,2352000,2006,40900  կմ ,"ՇՏԱՊ,վազքը`ՕՐԻԳ.փաստաթղ.,",Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.0,,,,4,,,,14.12.2020
Opel,Astra ,1056000,2000,123  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Կանաչ,Սև,1.8,,,,,,,,14.12.2020
Mercedes-Benz,S 500 ,7200000,2009,240000  կմ ,Long,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,5.0,275,8,Լիաքարշակ,5,"19""",,,14.12.2020
Porsche,Cayenne ,17280000,2012,169560  կմ ,4.8 Turbo,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Honda,CR-V ,6480000,2017,40356  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Honda,CR-V ,6912000,2018,20203  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Honda,CR-V ,6816000,2018,35368  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Toyota,Sienna ,6480000,2011,94000  մղոն ,3.5 XLE,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Toyota,Sienna ,6720000,2013,88000  մղոն ,3.5,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Hyundai,Sonata ,3600000,2012,99000  մղոն ,2.4 DGI,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Ford,Transit ,2160000,1998,35000  կմ ,11.14.2020,,Մեխանիկական,Ձախ,Դիզել,Դեղին,,2.5,70,,,,,,950,14.12.2020
Honda,CR-V ,7056000,2018,6423  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,14.12.2020
Mercedes-Benz,C 240 ,2064000,1998,212000  կմ ,W202,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,14.12.2020
Honda,CR-V ,7200000,2018,55927  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Honda,CR-V ,7200000,2018,13644  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Honda,CR-V ,7104000,2016,16051  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Lexus,LS 460 ,9120000,2010,144000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,4.6,380,8,Ետևի,5,"19""",,,14.12.2020
Mercedes-Benz,C 240 ,2016000,1998,218000  կմ ,W202,Սեդան,Ավտոմատ,Ձախ,Գազ,Բալագույն,Սև,2.4,170,,Ետևի,4,"15""",,,14.12.2020
Այլ / Other,Այլ/Օther ,18240000,2018,26000  կմ ,NISSAN UD \ 4Dan,,Մեխանիկական,Աջ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Audi,A6 ,1824000,2001,260000  կմ ,"2.8 litr, quattro",Սեդան,Կիսաավտոմատ,Ձախ,Գազ,Մանուշակագույն,,,,,,,,,,14.12.2020
Toyota,Camry ,5280000,2014,78000  մղոն ,Camry 2.5,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,14.12.2020
Hyundai,Sonata ,3600000,2010,100000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Ford,Fusion ,4176000,2016,197017  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Սև,,,,,,,,,14.12.2020
Այլ / Other,Այլ/Օther ,17760000,2015,44000  կմ ,HINO DUTRO,,Մեխանիկական,Աջ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Այլ / Other,Այլ/Օther ,19200000,2018,9000  կմ ,HINO DUTRO \ 3Dan,,Մեխանիկական,Աջ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,3744000,2009,94000  կմ ,2.4,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,2.4,167,4,Առջևի,4,,,,14.12.2020
Honda,CR-V ,5184000,2016,53214  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Mitsubishi,Galant ,672000,1999,150000  կմ ,1.8 mator,Ունիվերսալ,Ավտոմատ,Աջ,Գազ,Սպիտակ,,1.8,,,,5,,,,14.12.2020
Toyota,Camry ,6144000,2016,27000  կմ ,2.5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Mercedes-Benz,C 300 ,4704000,2010,185000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,14.12.2020
Honda,CR-V ,4560000,2014,95286  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Honda,CR-V ,4272000,2015,43195  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Բեժ,,,,,,,,,,14.12.2020
Mercedes-Benz,E 320 ,1920000,2001,250000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Prius ,2544000,2008,124000  մղոն ,restayling,Հետչբեք,Ավտոմատ,Ձախ,Հիբրիդ,Կապույտ,,,,,,,,,,14.12.2020
Nissan,Xterra ,3696000,2004,158000  կմ ,Nor bervac idealakan 4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,14.12.2020
Hyundai,Tucson ,6960000,2019,4601  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Hyundai,Tucson ,7104000,2019,23590  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
BMW,M5 ,7680000,2011,105000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Lexus,IS 300 ,7800000,2019,20544  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,,,,,,,,,14.12.2020
Hyundai,Tucson ,7440000,2019,2816  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Hyundai,Tucson ,7200000,2019,38901  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Lexus,RX 350 ,14304000,2020,2035  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Բեժ ,,,,,,,,,14.12.2020
BMW,328 ,3072000,2008,130000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,5760000,2018,32194  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,6384000,2020,6405  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,6240000,2019,39402  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,5760000,2018,32415  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,6192000,2019,6758  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Volkswagen,Jetta ,5760000,2018,14659  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Nissan,Altima ,2544000,2010,114  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Avalon ,8400000,2019,20070  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,3.5,,,,,,,,14.12.2020
Toyota,Corolla ,5088000,2017,72699  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Land Rover,Range Rover Evoque ,2640000,2004,180000  մղոն ,Benzin 4.4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,,,,,,,,,14.12.2020
Toyota,Corolla ,2832000,2018,34256  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,1.8,,,,,,,,14.12.2020
Toyota,Corolla ,4800000,2018,57480  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բեժ,,,,,,,,,,14.12.2020
Toyota,Corolla ,4272000,2017,38868  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,14.12.2020
Toyota,Corolla ,4560000,2018,31041  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Mercedes-Benz,GL 450 ,15360000,2014,102000  կմ ,"4,5 mator",Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,3240000,2017,75032  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,2.5,,,,,,,,14.12.2020
Toyota,Corolla ,3936000,2016,65614  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կանաչ,,,,,,,,,,14.12.2020
Toyota,Camry ,3264000,2017,130359  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,2.5,,,,,,,,14.12.2020
Opel,Astra ,1200000,1999,215000  կմ ,G 1.6 Ecotek,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,14.12.2020
Toyota,Corolla ,3600000,2017,12161  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,1.8,,,,,,,,14.12.2020
Mercedes-Benz,SLK 55 AMG ,4800000,2007,50000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,5.5,388,,Ետևի,,"19""",,,14.12.2020
BMW,535 ,5424000,2010,289000  կմ ,535i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Rav 4 ,4464000,2017,68003  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,2.5,,,,,,,,14.12.2020
Chevrolet,Bolt EV ,8064000,2017,20126  մղոն ,LT,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Կապույտ,,,,,,,,,,14.12.2020
Toyota,Corolla ,3360000,2015,150308  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Toyota,Corolla ,4464000,2016,99428  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
BMW,Այլ/Օther ,7680000,2010,170000  մղոն ,BMW F10,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Այլ գույն,3.5,306,,Ետևի,,"19""",,,14.12.2020
Chevrolet,Bolt EV ,6480000,2017,46570  մղոն ,PREMIER,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Կապույտ,,,,,,,,,,14.12.2020
Toyota,Corolla ,3696000,2015,92536  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,14.12.2020
Chevrolet,Bolt EV ,7056000,2019,18647  մղոն ,LT,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Կապույտ,,,,,,,,,,14.12.2020
Toyota,Corolla ,4080000,2016,85301  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,14.12.2020
Nissan,Leaf ,4800000,2016,37221  մղոն ,SV,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Highlander ,8400000,2018,18992  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,2.7,,,,,,,,14.12.2020
Toyota,Corolla ,3600000,2016,125435  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Nissan,Leaf ,2400000,2013,54533  մղոն ,S,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,,,,,,,,,,14.12.2020
Nissan,Leaf ,2304000,2015,57719  մղոն ,S,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սև,,,,,,,,,,14.12.2020
Nissan,Leaf ,2640000,2015,53853  մղոն ,S,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,,,,,,,,,,14.12.2020
Mercedes-Benz,C 180 ,1920000,1998,130000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Կապույտ,1.8,122,4,Ետևի,4,"15""",,,14.12.2020
Hyundai,Ioniq ,8544000,2020,7850  կմ ,Hybrid Electric,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,Սև,1.6,,,Առջևի,,,,,14.12.2020
Toyota,Corolla ,3696000,2014,84490  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Kia,Cadenza ,4008000,2016,30035  կմ ,Hybrid Electric \ K7,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,Սև,2.4,,,Առջևի,,,,,14.12.2020
Volkswagen,Transporter ,1200000,1994,150000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
VAZ(Lada),2114 ,1032000,2009,194000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Camry ,7296000,2019,21707  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Toyota,Camry ,7344000,2020,5301  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Hyundai,Elantra ,5424000,2016,56000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Բեժ ,2.0,150,,Առջևի,,"16""",,,14.12.2020
Toyota,Camry ,7440000,2019,16162  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,6720000,2018,67174  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Corolla ,4224000,2012,82000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Բեժ ,1.8,134,,Առջևի,,"16""",,,14.12.2020
Toyota,Camry ,6768000,2018,32754  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,14.12.2020
Toyota,Camry ,7152000,2019,24363  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Mitsubishi,Outlander ,3456000,2009,115000  մղոն ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,7296000,2019,26131  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,6480000,2019,11724  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,14.12.2020
Opel,Astra ,Պայ,1998,191000  կմ ,"ՇՏԱՊ, Բերված է Գերմանիայից",Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,1.6,,,,4,,,,14.12.2020
Kia,Forte ,3216000,2010,78000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,14.12.2020
Volkswagen,New Beetle ,1536000,2002,95000  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.0,115,4,Ետևի,3,"16""",,,14.12.2020
BMW,X5 ,3456000,2005,160000  մղոն ,BMW X5 2005 RESTYLE,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,14.12.2020
Mitsubishi,Grandis ,2280000,2003,106000  կմ ,"2.4, 4x4",Ունիվերսալ,Ավտոմատ,Աջ,Բենզին,Արծաթագույն,Մոխրագույն,2.4,165,4,Լիաքարշակ,5,"16""",,,14.12.2020
Toyota,Camry ,9552000,2018,38000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Բեժ ,2.5,,4,Առջևի,4,,,,14.12.2020
Ford,Transit ,3120000,2000,123445  կմ ,,Սեդան,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,,,,,,,,,14.12.2020
Toyota,Camry ,3840000,2008,165000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
Infiniti,G37 ,4800000,2012,78000  մղոն ,XS,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,14.12.2020
Mercedes-Benz,E 350 ,7632000,2012,148000  կմ ,FULL 4MATIC,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,14.12.2020
